drug_name,brand_name,ndc_name,product_strength_desc,route_desc,source_nm
ofloxacin,Floxin,247068750,300 mg,oral,tablet
ofloxacin,Floxin,247068760,300 mg,oral,tablet
ofloxacin,Floxin,247068801,200 mg,oral,tablet
ofloxacin,Floxin,247068802,200 mg,oral,tablet
ofloxacin,Floxin,247068803,200 mg,oral,tablet
ofloxacin,Floxin,247068804,200 mg,oral,tablet
ofloxacin,Floxin,247068806,200 mg,oral,tablet
ofloxacin,Floxin,247068808,200 mg,oral,tablet
ofloxacin,Floxin,247068814,200 mg,oral,tablet
ofloxacin,Floxin,247068820,200 mg,oral,tablet
ofloxacin,Floxin,247068821,200 mg,oral,tablet
ofloxacin,Floxin,247068830,200 mg,oral,tablet
ofloxacin,Floxin,247068850,200 mg,oral,tablet
nitrofurantoin,Macrodantin,247069610,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Macrodantin,247069614,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Macrodantin,247069620,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Macrodantin,247069628,macrocrystals 100 mg,oral,capsule
nitrofurantoin,Macrodantin,247069630,macrocrystals 100 mg,oral,capsule
gentamicin topical,"Gentamicin Sulfate, Topical",247074015,0.10%,topical,cream
erythromycin topical,"Erythromycin, Topical",247074630,2%,topical,gel
bacitracin/neomycin/polymyxin B topical,Triple Antibiotic,247077701,400 units-3.5 mg-5000 units/g,topical,ointment
cephradine,Cephradine,247077900,250 mg/5 mL,oral,powder for reconstitution
clindamycin,Clindamycin Hydrochloride,247078401,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,247078402,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,247078403,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,247078408,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,247078415,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,247078418,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,247078420,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,247078424,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,247078428,300 mg,oral,capsule
clindamycin,Clindamycin Hydrochloride,247078430,300 mg,oral,capsule
cefTRIAXone,Rocephin,247081201,500 mg,injectable,powder for injection
spectinomycin,Trobicin,247081301,2 g,intramuscular,powder for injection
loracarbef,Lorabid,247085500,100 mg/5 mL,oral,powder for reconstitution
loracarbef,Lorabid,247085550,100 mg/5 mL,oral,powder for reconstitution
loracarbef,Lorabid,247085578,100 mg/5 mL,oral,powder for reconstitution
loracarbef,Lorabid,247085600,200 mg/5 mL,oral,powder for reconstitution
loracarbef,Lorabid,247085650,200 mg/5 mL,oral,powder for reconstitution
loracarbef,Lorabid,247085678,200 mg/5 mL,oral,powder for reconstitution
lomefloxacin,Maxaquin,247086607,400 mg,oral,tablet
lomefloxacin,Maxaquin,247086620,400 mg,oral,tablet
erythromycin,Erythromycin Stearate,247091106,stearate 500 mg,oral,tablet
erythromycin,Erythromycin Stearate,247091114,stearate 500 mg,oral,tablet
erythromycin,Erythromycin Stearate,247091120,stearate 500 mg,oral,tablet
erythromycin,Erythromycin Stearate,247091130,stearate 500 mg,oral,tablet
erythromycin,Erythromycin Stearate,247091140,stearate 500 mg,oral,tablet
procaine penicillin,Wycillin,247091401,"600,000 units/mL",intramuscular,suspension
procaine penicillin,Wycillin,247091410,"600,000 units/mL",intramuscular,suspension
ciprofloxacin,Ciprofloxacin Hydrochloride,247092801,750 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247092802,750 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247092820,750 mg,oral,tablet
erythromycin,EryPed,247093520,ethylsuccinate 200 mg,oral,"tablet, chewable"
erythromycin,EryPed,247093530,ethylsuccinate 200 mg,oral,"tablet, chewable"
erythromycin,EryPed,247093540,ethylsuccinate 200 mg,oral,"tablet, chewable"
doxycycline,Doxycycline Hyclate,247094015,hyclate 50 mg,oral,capsule
doxycycline,Doxycycline Hyclate,247094020,hyclate 50 mg,oral,capsule
cefuroxime,Ceftin,247094101,500 mg,oral,tablet
cefuroxime,Ceftin,247094120,500 mg,oral,tablet
cefprozil,Cefzil,247094300,125 mg/5 mL,oral,powder for reconstitution
cefprozil,Cefzil,247094350,125 mg/5 mL,oral,powder for reconstitution
cefprozil,Cefzil,247094375,125 mg/5 mL,oral,powder for reconstitution
erythromycin-sulfisoxazole,Pediazole,247094900,200 mg-600 mg/5 mL,oral,granule for reconstitution
erythromycin-sulfisoxazole,Pediazole,247094978,200 mg-600 mg/5 mL,oral,granule for reconstitution
erythromycin-sulfisoxazole,Pediazole,247094979,200 mg-600 mg/5 mL,oral,granule for reconstitution
erythromycin,Erythromycin Stearate,247096601,stearate 250 mg,oral,tablet
erythromycin,Erythromycin Stearate,247096603,stearate 250 mg,oral,tablet
erythromycin,Erythromycin Stearate,247096628,stearate 250 mg,oral,tablet
erythromycin,Erythromycin Stearate,247096630,stearate 250 mg,oral,tablet
erythromycin,Erythromycin Stearate,247096640,stearate 250 mg,oral,tablet
erythromycin,Erythromycin Stearate,247096698,stearate 250 mg,oral,tablet
bacitracin-polymyxin B topical,Bacitracin-Polymyxin,247098115,500 units-10000 units/g,topical,ointment
bacitracin-polymyxin B topical,Bacitracin-Polymyxin,247098130,500 units-10000 units/g,topical,ointment
ceFAZolin,Kefzol,247100101,1 g,injectable,powder for injection
ceFAZolin,Kefzol,247100110,1 g,injectable,powder for injection
norfloxacin,Noroxin,247100201,400 mg,oral,tablet
norfloxacin,Noroxin,247100202,400 mg,oral,tablet
norfloxacin,Noroxin,247100206,400 mg,oral,tablet
norfloxacin,Noroxin,247100210,400 mg,oral,tablet
norfloxacin,Noroxin,247100214,400 mg,oral,tablet
doxycycline,Doxycycline Hyclate,247100905,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,247100910,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,247100912,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,247100914,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,247100915,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,247100920,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,247100928,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,247100935,hyclate 100 mg,oral,tablet
doxycycline,Doxycycline Hyclate,247100942,hyclate 100 mg,oral,tablet
cefuroxime,Zinacef,247116401,750 mg,injectable,powder for injection
cefuroxime,Zinacef,247116405,750 mg,injectable,powder for injection
cephalexin,Keflex,247118102,500 mg,oral,capsule
cephalexin,Keflex,247118120,500 mg,oral,capsule
cephalexin,Keflex,247118128,500 mg,oral,capsule
cephalexin,Keflex,247118130,500 mg,oral,capsule
cephalexin,Keflex,247118140,500 mg,oral,capsule
cephalexin,Keflex,247118156,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,247118320,250 mg,oral,tablet
cephalexin,Keflex,247120320,250 mg,oral,capsule
cephalexin,Keflex,247120330,250 mg,oral,capsule
cephalexin,Keflex,247120340,250 mg,oral,capsule
metroNIDAZOLE,Flagyl,247121014,250 mg,oral,tablet
metroNIDAZOLE,Flagyl,247121114,500 mg,oral,tablet
erythromycin,E-Mycin,247124630,333 mg,oral,delayed release tablet
cefuroxime,Ceftin,247126100,125 mg/5 mL,oral,powder for reconstitution
cefuroxime,Ceftin,247126150,125 mg/5 mL,oral,powder for reconstitution
cefuroxime,Ceftin,247126179,125 mg/5 mL,oral,powder for reconstitution
benzathine penicillin-procaine penicillin,Bicillin C-R,247126501,"300,000 units-300,000 units/mL",intramuscular,suspension
azithromycin,Zithromax,247128801,1 g,oral,powder for reconstitution
azithromycin,Zithromax,247128806,1 g,oral,powder for reconstitution
IDArubicin,Idamycin,247129101,10 mg,intravenous,powder for injection
IDArubicin,Idamycin,247129201,5 mg,intravenous,powder for injection
lincomycin,Lincomycin Hydrochloride,247130810,300 mg/mL,injectable,solution
oxacillin,Oxacillin Sodium,247131428,500 mg,oral,capsule
penicillin,V-Cillin K (obsolete),247132530,V potassium 250 mg,oral,tablet
penicillin,V-Cillin K (obsolete),247132540,V potassium 250 mg,oral,tablet
silver sulfADIAZINE topical,Silvadene,247132820,1%,topical,cream
silver sulfADIAZINE topical,Silvadene,247132830,1%,topical,cream
cephalexin,Keflex,247132979,125 mg/5 mL,oral,powder for reconstitution
cephalexin,Keflex,247133000,250 mg/5 mL,oral,powder for reconstitution
cephalexin,Keflex,247133079,250 mg/5 mL,oral,powder for reconstitution
doxycycline,Vibramycin,247133320,hyclate 100 mg,oral,capsule
amoxicillin,Amoxil,247133820,250 mg,oral,capsule
amoxicillin,Amoxil,247133830,250 mg,oral,capsule
amoxicillin,Amoxil,247133930,500 mg,oral,capsule
amoxicillin,Amoxil,247133942,500 mg,oral,capsule
norfloxacin,Noroxin,247134802,400 mg,oral,tablet
norfloxacin,Noroxin,247134806,400 mg,oral,tablet
norfloxacin,Noroxin,247134810,400 mg,oral,tablet
norfloxacin,Noroxin,247134814,400 mg,oral,tablet
norfloxacin,Noroxin,247134816,400 mg,oral,tablet
erythromycin,E-Mycin,247136130,250 mg,oral,delayed release tablet
erythromycin,E-Mycin,247136140,250 mg,oral,delayed release tablet
cefaclor,Ceclor Pulvules,247136615,250 mg,oral,capsule
cefaclor,Ceclor Pulvules,247136621,250 mg,oral,capsule
cefaclor,Ceclor Pulvules,247136630,250 mg,oral,capsule
cefaclor,Ceclor Pulvules,247136715,500 mg,oral,capsule
cefaclor,Ceclor Pulvules,247136721,500 mg,oral,capsule
cefaclor,Ceclor Pulvules,247136730,500 mg,oral,capsule
clarithromycin,Clarithromycin,247138300,250 mg/5 mL,oral,powder for reconstitution
clarithromycin,Clarithromycin,247138350,250 mg/5 mL,oral,powder for reconstitution
clarithromycin,Clarithromycin,247138600,125 mg/5 mL,oral,powder for reconstitution
clarithromycin,Clarithromycin,247138650,125 mg/5 mL,oral,powder for reconstitution
sulfacetamide sodium-sulfur topical,Sulfacetamide Sodium-Sulfur,247141230,10%-5%,topical,lotion
amoxicillin-clavulanate,Augmentin,247141402,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,247141410,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,247141414,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,247141420,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Augmentin,247141424,875 mg-125 mg,oral,tablet
bacitracin/diperodon/neomycin/polymyxin B top,Campho-Phenique Maximum Strength,247142115,500 units-10 mg-3.5 mg-5000 units/g,topical,ointment
azithromycin,Zithromax,247146601,600 mg,oral,tablet
cefadroxil,Cefadroxil Monohydrate,247146802,500 mg,oral,capsule
cefadroxil,Cefadroxil Monohydrate,247146804,500 mg,oral,capsule
cefadroxil,Cefadroxil Monohydrate,247146810,500 mg,oral,capsule
cefadroxil,Cefadroxil Monohydrate,247146814,500 mg,oral,capsule
cefadroxil,Cefadroxil Monohydrate,247146820,500 mg,oral,capsule
azithromycin,Zithromax,247148815,100 mg/5 mL,oral,powder for reconstitution
azithromycin,Zithromax,247148915,200 mg/5 mL,oral,powder for reconstitution
azithromycin,Zithromax,247149092,200 mg/5 mL,oral,powder for reconstitution
azithromycin,Zithromax,247149130,200 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Augmentin,247151209,125 mg-31.25 mg,oral,"tablet, chewable"
amoxicillin-clavulanate,Augmentin,247151230,125 mg-31.25 mg,oral,"tablet, chewable"
cefpodoxime,Vantin,247151410,100 mg,oral,tablet
cefpodoxime,Vantin,247151420,100 mg,oral,tablet
amoxicillin,Amoxicillin,247151805,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,247151850,125 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,247151905,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,247151910,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,247151915,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxicillin,247151950,250 mg/5 mL,oral,powder for reconstitution
ciprofloxacin,Ciprofloxacin Hydrochloride,247152406,100 mg,oral,tablet
amoxicillin,Amoxil,247160001,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxil,247160078,250 mg/5 mL,oral,powder for reconstitution
amoxicillin,Amoxil,247160178,125 mg/5 mL,oral,powder for reconstitution
cefuroxime,Ceftin,247162300,250 mg/5 mL,oral,powder for reconstitution
cefuroxime,Ceftin,247162350,250 mg/5 mL,oral,powder for reconstitution
ceftibuten,Cedax,247162430,90 mg/5 mL,oral,powder for reconstitution
ceftibuten,Cedax,247162460,90 mg/5 mL,oral,powder for reconstitution
ceftibuten,Cedax,247162477,90 mg/5 mL,oral,powder for reconstitution
ceftibuten,Cedax,247162490,90 mg/5 mL,oral,powder for reconstitution
ceftibuten,Cedax,247162530,180 mg/5 mL,oral,powder for reconstitution
ceftibuten,Cedax,247162560,180 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Augmentin,247162600,200 mg-28.5 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Augmentin,247162700,400 mg-57 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Augmentin,247162750,400 mg-57 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Augmentin,247164520,200 mg-28.5 mg,oral,"tablet, chewable"
amoxicillin-clavulanate,Augmentin,247164620,400 mg-57 mg,oral,"tablet, chewable"
doxycycline,Monodox,247166630,monohydrate 100 mg,oral,capsule
amoxicillin,Amoxicillin,247166930,125 mg,oral,"tablet, chewable"
trovafloxacin,Trovan,247170607,100 mg,oral,tablet
trovafloxacin,Trovan,247170620,100 mg,oral,tablet
trovafloxacin,Trovan,247170630,100 mg,oral,tablet
levoFLOXacin,Levaquin,247170801,500 mg,oral,tablet
levoFLOXacin,Levaquin,247170807,500 mg,oral,tablet
levoFLOXacin,Levaquin,247170810,500 mg,oral,tablet
levoFLOXacin,Levaquin,247170814,500 mg,oral,tablet
levoFLOXacin,Levaquin,247170820,500 mg,oral,tablet
levoFLOXacin,Levaquin,247170850,500 mg,oral,tablet
erythromycin,Erythromycin Ethylsuccinate,247172900,ethylsuccinate 200 mg/5 mL,oral,suspension
erythromycin,Erythromycin Ethylsuccinate,247172979,ethylsuccinate 200 mg/5 mL,oral,suspension
doxycycline,Vibramycin,247173615,hyclate 50 mg,oral,capsule
doxycycline,Vibramycin,247173630,hyclate 50 mg,oral,capsule
doxycycline,Periostat,247179400,20 mg,oral,capsule
doxycycline,Periostat,247179430,20 mg,oral,capsule
doxycycline,Periostat,247179460,20 mg,oral,capsule
trovafloxacin,Trovan,247180720,200 mg,oral,tablet
gentamicin topical,Garamycin Topical,247185715,0.10%,topical,cream
amoxicillin,Amoxicillin,247195120,875 mg,oral,tablet
gatifloxacin,Tequin,247195901,400 mg,oral,tablet
gatifloxacin,Tequin,247195903,400 mg,oral,tablet
gatifloxacin,Tequin,247195905,400 mg,oral,tablet
gatifloxacin,Tequin,247195910,400 mg,oral,tablet
cefuroxime,Cefuroxime Axetil,247196302,250 mg,oral,tablet
cefuroxime,Cefuroxime Axetil,247196310,250 mg,oral,tablet
cefuroxime,Cefuroxime Axetil,247196320,250 mg,oral,tablet
cefdinir,Omnicef,247197700,125 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199002,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199003,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199004,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199009,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199012,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199015,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199020,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199021,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199030,500 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199100,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199102,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199104,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199106,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199114,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247199120,875 mg-125 mg,oral,tablet
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247201800,400 mg-57 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247201850,400 mg-57 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247201875,400 mg-57 mg/5 mL,oral,powder for reconstitution
ciprofloxacin,Ciprofloxacin Hydrochloride,247204200,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204201,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204202,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204203,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204204,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204206,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204209,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204210,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204214,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204220,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204228,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204230,500 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204400,250 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204402,250 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204404,250 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204406,250 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204410,250 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204414,250 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204420,250 mg,oral,tablet
ciprofloxacin,Ciprofloxacin Hydrochloride,247204428,250 mg,oral,tablet
cefditoren,Spectracef,247207520,200 mg,oral,tablet
mupirocin topical,Mupirocin,247208122,2%,topical,ointment
gentamicin topical,"Gentamicin Sulfate, Topical",247208215,0.10%,topical,ointment
cefpodoxime,Cefpodoxime Proxetil,247217720,200 mg,oral,tablet
cefTRIAXone,CefTRIAXone Sodium,247221001,250 mg,injectable,powder for injection
cefTRIAXone,CefTRIAXone Sodium,247221010,250 mg,injectable,powder for injection
cefTRIAXone,CefTRIAXone Sodium,247221101,500 mg,injectable,powder for injection
cefTRIAXone,CefTRIAXone Sodium,247221110,500 mg,injectable,powder for injection
cefuroxime,Cefuroxime Axetil,247221620,500 mg,oral,tablet
cefuroxime,Ceftin,247221700,250 mg/5 mL,oral,powder for reconstitution
cefuroxime,Ceftin,247221750,250 mg/5 mL,oral,powder for reconstitution
cefuroxime,Ceftin,247221775,250 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247223300,200 mg-28.5 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247223350,200 mg-28.5 mg/5 mL,oral,powder for reconstitution
amoxicillin-clavulanate,Amoxicillin-Clavulanate,247223375,200 mg-28.5 mg/5 mL,oral,powder for reconstitution
erythromycin topical,Erymax,259054002,2%,topical,solution
erythromycin topical,Erymax,259054004,2%,topical,solution
erythromycin topical,Erygel,259431230,2%,topical,gel
erythromycin topical,Erygel,259431260,2%,topical,gel
ceFAZolin,CeFAZolin Sodium,264310211,500 mg/50 mL,intravenous,solution
ceFAZolin,CeFAZolin Sodium,264310311,1 g,intravenous,powder for injection
ceFAZolin,CeFAZolin Sodium,264310511,2 g,intravenous,powder for injection
cefuroxime,Cefuroxime Sodium,264311211,750 mg/50 mL-5%,intravenous,solution
cefuroxime,Cefuroxime Sodium,264311411,1.5 g/50 mL-5%,intravenous,solution
cefOXitin,CefOXitin,264312311,1 g,intravenous,powder for injection
cefOXitin,CefOXitin,264312511,2 g,intravenous,powder for injection
cefTAZidime,CefTAZidime,264314311,1 g,intravenous,powder for injection
cefTAZidime,CefTAZidime,264314511,2 g,intravenous,powder for injection
cefTRIAXone,CefTRIAXone Sodium,264315311,1 g,intravenous,powder for injection
cefTRIAXone,CefTRIAXone Sodium,264315511,2 g,intravenous,powder for injection
cefoTEtan,CefoTEtan Disodium,264317311,1 g,intravenous,powder for injection
cefoTEtan,CefoTEtan Disodium,264317511,2 g,intravenous,powder for injection
meropenem,Meropenem,264318311,500 mg/ 50 mL-NaCl 0.9%,intravenous,solution
meropenem,Meropenem,264318511,1000 mg/ 50 mL-NaCl 0.9%,intravenous,solution
cefepime,Cefepime Hydrochloride,264319311,1 g,intravenous,powder for injection
cefepime,Cefepime Hydrochloride,264319511,2 g,intravenous,powder for injection
metroNIDAZOLE,MetroNIDAZOLE,264553532,500 mg/100 mL,intravenous,solution
gentamicin,Gentamicin Sulfate-Sodium Chloride,264580632,60 mg/100 mL-0.9%,intravenous,solution
gentamicin,Gentamicin Sulfate-Sodium Chloride,264580832,80 mg/100 mL-0.9%,intravenous,solution
gentamicin,Gentamicin Sulfate-Sodium Chloride,264581032,100 mg/100 mL-0.9%,intravenous,solution
gentamicin,Gentamicin Sulfate-Sodium Chloride,264581238,60 mg/50 mL-0.9%,intravenous,solution
gentamicin,Gentamicin Sulfate-Sodium Chloride,264581638,80 mg/50 mL-0.9%,intravenous,solution
doxycycline,Oracea,299382230,40 mg,oral,delayed release capsule
sulfacetamide sodium-sulfur topical,Rosanil Cleanser,299383901,10%-5% with emollients,topical,kit
sulfacetamide sodium-sulfur topical,Rosanil Cleanser,299383906,10%-5%,topical,liquid
sulfacetamide sodium-sulfur topical,Rosanil Cleanser,299383913,10%-5%,topical,liquid
doxycycline,Periostat,299596002,20 mg,oral,tablet
cefditoren,Spectracef,300753560,200 mg,oral,tablet
cephalexin,Cephalexin Monohydrate,302054101,500 mg,oral,capsule
cephalexin,Cephalexin Monohydrate,302054105,500 mg,oral,capsule
cephradine,Cephradine,302054401,250 mg,oral,capsule
cephradine,Cephradine,302054501,500 mg,oral,capsule
erythromycin topical,"Erythromycin, Topical",302272802,2%,topical,solution
gentamicin topical,"Gentamicin Sulfate, Topical",302313015,0.10%,topical,cream
tetracycline,Tetracycline Hydrochloride,302692401,500 mg,oral,capsule
meropenem,Merrem,310032111,1000 mg,intravenous,powder for injection
meropenem,Merrem,310032115,1000 mg,intravenous,powder for injection
meropenem,Merrem,310032165,1000 mg,intravenous,powder for injection
meropenem,Merrem,310032511,500 mg,intravenous,powder for injection
meropenem,Merrem,310032515,500 mg,intravenous,powder for injection
meropenem,Merrem,310032564,500 mg,intravenous,powder for injection
cefoTEtan,Cefotan,310037510,10 g,injectable,powder for injection
cefoTEtan,Cefotan,310037561,10 g,injectable,powder for injection
cefoTEtan,Cefotan,310037610,1 g,injectable,powder for injection
cefoTEtan,Cefotan,310037611,1 g,injectable,powder for injection
cefoTEtan,Cefotan,310037631,1 g,injectable,powder for injection
cefoTEtan,Cefotan,310037660,1 g,injectable,powder for injection
cefoTEtan,Cefotan,310037661,1 g,injectable,powder for injection
cefoTEtan,Cefotan,310037720,2 g,injectable,powder for injection
cefoTEtan,Cefotan,310037721,2 g,injectable,powder for injection
cefoTEtan,Cefotan,310037732,2 g,injectable,powder for injection
cefoTEtan,Cefotan,310037761,2 g,injectable,powder for injection
cefoTEtan,Cefotan,310037762,2 g,injectable,powder for injection
cefoTEtan,Cefotan,310037851,1 g/50 mL,intravenous,solution
cefoTEtan,Cefotan,310037951,2 g/50 mL,intravenous,solution
lincomycin,Lincorex,314080410,300 mg/mL,injectable,solution
tetracycline,Ala-Tet,316014201,250 mg,oral,capsule
erythromycin topical,Del-Mycin,316055167,2%,topical,solution
penicillin,Penicillin V Potassium (obsolete),332117109,V potassium 250 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),332117115,V potassium 250 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),332117209,V potassium 250 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),332117215,V potassium 250 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),332117309,V potassium 500 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),332117315,V potassium 500 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),332117409,V potassium 500 mg,oral,tablet
penicillin,Penicillin V Potassium (obsolete),332117415,V potassium 500 mg,oral,tablet
neomycin,Neomycin Sulfate,332117709,500 mg,oral,tablet
trimethoprim,Trimethoprim,332215809,100 mg,oral,tablet
trimethoprim,Trimethoprim,332215909,200 mg,oral,tablet
cephalexin,Cephalexin Monohydrate,332222380,250 mg,oral,tablet
cephalexin,Cephalexin Monohydrate,332223809,250 mg,oral,tablet
cephalexin,Cephalexin Monohydrate,332224009,500 mg,oral,tablet
amoxicillin,Amoxicillin,332226709,125 mg,oral,"tablet, chewable"
amoxicillin,Amoxicillin,332226804,250 mg,oral,"tablet, chewable"
amoxicillin,Amoxicillin,332226809,250 mg,oral,"tablet, chewable"
amoxicillin,Amoxicillin,332226813,250 mg,oral,"tablet, chewable"
amoxicillin,Amoxicillin,332310701,250 mg,oral,capsule
amoxicillin,Amoxicillin,332310704,250 mg,oral,capsule
amoxicillin,Amoxicillin,332310705,250 mg,oral,capsule
amoxicillin,Amoxicillin,332310709,250 mg,oral,capsule
amoxicillin,Amoxicillin,332310713,250 mg,oral,capsule
amoxicillin,Amoxicillin,332310904,500 mg,oral,capsule
amoxicillin,Amoxicillin,332310905,500 mg,oral,capsule
amoxicillin,Amoxicillin,332310907,500 mg,oral,capsule
amoxicillin,Amoxicillin,332310913,500 mg,oral,capsule
ampicillin,Ampicillin,332311101,250 mg,oral,capsule
ampicillin,Ampicillin,332311104,250 mg,oral,capsule
ampicillin,Ampicillin,332311105,250 mg,oral,capsule
ampicillin,Ampicillin,332311106,250 mg,oral,capsule
ampicillin,Ampicillin,332311109,250 mg,oral,capsule
ampicillin,Ampicillin,332311113,250 mg,oral,capsule
ampicillin,Ampicillin,332311115,250 mg,oral,capsule
ampicillin,Ampicillin,332311303,500 mg,injectable,powder for injection
ampicillin,Ampicillin,332311305,500 mg,injectable,powder for injection
ampicillin,Ampicillin,332311306,500 mg,oral,capsule
ampicillin,Ampicillin,332311309,500 mg,oral,capsule
ampicillin,Ampicillin,332311313,500 mg,oral,capsule
oxacillin,Oxacillin Sodium,332311509,250 mg,oral,capsule
oxacillin,Oxacillin Sodium,332311709,500 mg,oral,capsule
cloxacillin,Cloxacillin Sodium,332311909,250 mg,oral,capsule
cloxacillin,Cloxacillin Sodium,332312109,500 mg,oral,capsule
dicloxacillin,Dicloxacillin Sodium,332312305,250 mg,oral,capsule
